titre;description;archive;typeform;catform;deflang;username;datecreat;datedeb;datefin;raisonsociale;cliadr;cliville;enqueteur;daterepon;uidrpnd;adresse;annï¿½ï¿½;wilaya;sexe;sitfam;sitprof;nivetude;niveau;profession;gpslat;gpslon;isparrain;isanonyme;emploie;csp;gpslatrepon;gpslonrepon;Present sur RS;RS utilise;Raisons Utilisation RS;Suivre Les Marques;Marque Doit etre sur RS;Top Of Mind Marque;Top Of Mind Marque DZ;Notoriete Assistee ;Connaissance Marque Condor;Origirne de Notorite;Suivre Condor sur RS;Presence Condor sur RS;Decouverte Produit Condor sur RS;Quel Produit decouvert sur RS;Participation Condor Pour la marque;Proposition Ecrites;IGL;THP;UEF1.1.2;Ne_S1;Rang_S1;Moy_S1;Moy_rachatS1;Groupe_S2;MCSI;BDD;UEF1.2.2;SEC;CPROJ;PROJ;UEM1.2;LANG2;UET1.2;ARCH;SYS2;RES2;UEF1.2.1;Ne_S2;Rang_S2;Moy_S2;Moy_rachatS2;Rang_annuel;Moy_annuelle;Moy_rachat;Decision_jury
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.81;5.87;8.61;0;176;9.46;9.56;G04;13.16;12.28;12.72;10.5;12.49;15.55;13.52;15.25;15.25;12.53;10.05;10.49;11.07;0;89;12.47;12.47;148;10.96;11.02;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.75;6.8;9.55;0;140;10.49;10.49;G03;8.15;12.35;10.25;7.0;14.85;16.67;14.51;14.4;14.4;12.0;9.55;7.71;9.94;0;156;11.41;11.41;149;10.95;10.95;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.25;8.2;10.45;0;127;10.75;10.75;G03;10.18;9.48;9.83;12.62;14.82;12.14;13.36;15.3;15.3;12.45;7.97;9.93;10.13;0;164;11.13;11.13;150;10.94;10.94;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.57;8.3;9.56;0;157;10.02;10.02;G05;9.88;12.25;11.06;6.02;13.68;15.37;13.31;11.55;11.55;12.65;10.11;11.68;11.46;0;140;11.75;11.76;151;10.88;10.89;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.77;6.6;11.14;0;165;9.79;9.79;G03;12.21;11.83;12.02;7.19;13.27;16.67;13.86;14.8;14.8;10.73;10.7;8.66;10.15;0;129;11.95;11.95;152;10.87;10.87;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.29;5.9;9.45;0;178;9.3;9.34;G04;10.88;13.35;12.12;9.25;13.09;15.55;13.6;12.55;12.55;12.88;12.1;10.17;11.86;0;95;12.4;12.4;153;10.85;10.87;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.25;9.6;10.52;0;103;11.15;11.15;G02;10.9;11.29;11.1;8.5;13.5;12.18;12.22;14.6;14.6;9.33;7.85;7.03;8.16;0;186;10.52;10.52;154;10.84;10.84;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.5;10.4;9.9;0;154;10.17;10.17;G07;10.02;12.81;11.42;8.12;15.34;16.38;14.75;15.25;15.25;11.33;6.39;8.5;8.76;0;152;11.48;11.48;155;10.82;10.82;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.23;8.1;9.84;0;138;10.56;10.56;G07;9.38;10.02;9.7;9.12;13.94;13.39;13.02;14.45;14.45;10.98;10.37;9.86;10.45;0;167;11.07;11.07;155;10.82;10.82;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.29;9.4;10.45;0;149;10.33;10.33;G04;9.18;11.4;10.29;7.38;11.41;14.71;12.25;15.8;15.8;13.4;8.3;10.71;10.81;0;162;11.31;11.31;155;10.82;10.82;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.09;10.3;10.74;0;126;10.76;10.76;G03;8.58;11.57;10.08;6.88;12.38;12.14;11.49;13.4;13.4;15.45;7.45;8.81;10.73;0;175;10.87;10.87;158;10.81;10.81;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.46;5.9;7.88;0;177;9.31;9.31;G07;10.78;16.2;13.49;7.44;11.35;11.1;10.68;12.92;12.92;11.6;13.01;11.01;11.95;0;107;12.23;12.23;159;10.77;10.77;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.2;7.3;9.47;0;128;10.74;10.74;G06;9.05;10.76;9.9;10.88;12.3;13.68;12.69;12.8;12.8;13.03;9.55;6.59;10.01;0;178;10.77;10.78;160;10.75;10.76;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.2;11.3;11.24;0;147;10.37;10.37;G03;8.55;11.46;10.0;11.56;13.42;12.14;12.61;14.15;14.15;11.13;11.45;8.39;10.5;0;167;11.07;11.07;161;10.72;10.72;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.02;7.2;9.32;0;135;10.61;10.61;G08;8.15;12.39;10.27;6.02;13.15;14.0;12.5;13.95;13.95;12.23;8.31;8.41;9.76;0;180;10.75;10.85;162;10.68;10.73;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.63;7.3;9.71;0;151;10.32;10.32;G02;9.1;11.76;10.43;6.02;12.55;15.58;12.92;11.75;11.75;12.33;9.76;7.89;10.18;0;172;10.99;11.01;163;10.65;10.66;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.43;9.0;9.79;0;147;10.37;10.37;G02;12.2;9.3;10.75;9.56;12.85;12.18;12.09;13.35;13.35;10.73;8.05;10.94;9.81;0;174;10.89;10.89;164;10.63;10.63;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.79;6.7;9.53;0;173;9.62;9.64;G05;9.86;12.3;11.08;6.75;14.4;14.87;13.51;15.4;15.4;9.48;10.12;9.42;9.7;0;153;11.43;11.43;165;10.53;10.54;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.81;7.9;10.07;0;161;9.88;9.88;G05;11.86;9.1;10.48;9.68;13.68;14.87;13.62;13.05;13.05;10.58;8.89;9.99;9.8;0;164;11.13;11.13;166;10.51;10.51;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.04;8.1;9.18;0;174;9.53;9.53;G07;9.82;12.76;11.29;6.62;14.59;16.38;14.22;15.9;15.9;10.3;8.1;9.04;9.16;0;151;11.5;11.5;166;10.51;10.51;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.47;7.6;10.31;0;133;10.64;10.64;G06;9.18;12.82;11.0;6.06;12.43;13.45;11.96;12.4;12.4;10.28;7.75;6.8;8.41;0;189;10.37;10.37;166;10.51;10.51;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.0;5.87;8.16;0;159;9.98;9.99;G05;9.05;10.6;9.82;10.31;12.08;15.41;13.25;13.95;13.95;10.42;8.05;10.03;9.45;0;179;10.76;10.76;169;10.37;10.38;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.65;5.87;9.08;0;182;9.08;9.18;G07;11.52;10.76;11.14;12.56;13.64;16.38;14.66;14.45;14.45;8.83;9.3;9.01;9.05;0;154;11.42;11.42;170;10.25;10.3;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.83;5.87;9.74;0;171;9.67;9.78;G04;11.03;10.3;10.66;8.12;15.13;15.55;14.31;13.1;13.1;8.7;7.4;8.33;8.13;0;180;10.75;10.75;171;10.21;10.27;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.32;8.0;9.29;0;167;9.77;9.77;G06;10.08;11.07;10.58;6.81;13.03;13.44;12.32;9.95;9.95;11.53;9.15;7.97;9.69;0;184;10.62;10.62;172;10.19;10.19;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.31;10.4;11.46;0;34;13.1;13.1;G08;5.17;5.11;5.14;4.25;13.55;16.42;13.45;8.0;8.0;7.15;1.92;6.07;4.95;7;200;7.2;7.2;173;10.15;10.15;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.08;8.2;10.36;0;168;9.72;9.72;G09;12.03;10.58;11.3;7.18;13.6;14.11;12.9;14.8;14.8;9.0;6.17;8.23;7.76;0;185;10.55;10.61;174;10.14;10.16;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.66;7.9;9.43;0;172;9.63;9.83;G06;10.66;8.67;9.66;9.62;14.0;13.35;13.1;12.8;12.8;11.45;8.05;9.09;9.57;0;182;10.64;10.64;174;10.14;10.24;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.55;5.87;7.36;0;193;8.29;8.39;G07;10.32;12.66;11.49;8.19;14.21;13.39;13.0;14.05;14.05;14.48;9.75;9.27;11.34;0;128;11.96;11.96;176;10.12;10.18;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.31;10.2;10.82;0;188;8.8;9.12;G09;12.05;11.55;11.8;6.66;12.74;14.26;12.52;16.8;16.8;11.4;9.1;7.09;9.39;0;154;11.42;11.42;177;10.11;10.27;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.29;8.3;9.41;0;180;9.15;9.15;G02;10.08;12.72;11.4;6.88;14.02;14.02;13.0;12.5;12.5;12.05;6.35;9.18;9.19;0;171;11.04;11.04;178;10.09;10.09;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.04;6.6;9.07;0;196;8.14;8.56;G03;13.04;11.71;12.38;8.56;13.27;16.67;14.05;16.3;16.3;9.58;9.2;10.15;9.6;0;123;12.01;12.01;179;10.08;10.29;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.46;5.87;8.42;0;189;8.74;8.78;G02;10.03;11.05;10.54;9.62;12.5;13.35;12.45;14.95;14.95;10.53;11.4;10.33;10.79;0;159;11.37;11.37;180;10.06;10.08;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.26;5.87;8.31;0;175;9.47;9.59;G01;10.23;10.2;10.22;7.31;12.97;14.02;12.61;14.45;14.45;12.78;7.3;6.59;9.1;0;183;10.63;10.65;181;10.05;10.12;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.71;8.6;9.77;0;179;9.28;9.28;G06;9.07;11.46;10.26;6.75;13.88;13.35;12.63;12.6;12.6;10.45;9.75;9.14;9.84;0;177;10.82;10.82;181;10.05;10.05;Admis
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.02;7.9;9.63;0;185;9.0;9.2;G03;11.06;9.21;10.14;9.25;14.25;16.38;14.45;14.45;14.45;9.58;8.94;8.94;9.17;0;166;11.08;11.08;183;10.04;10.14;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.48;5.87;8.99;0;155;10.08;10.23;G04;9.15;10.2;9.68;8.62;13.26;16.42;13.95;11.8;11.8;8.1;7.25;6.59;7.38;0;192;9.92;9.97;184;10.0;10.1;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.97;6.2;9.41;0;186;8.97;8.97;G04;10.02;9.95;9.98;6.02;14.96;15.55;13.94;11.7;11.7;10.9;9.8;9.03;9.99;0;176;10.85;11.02;185;9.91;10.0;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.71;7.1;9.11;0;193;8.29;8.48;G02;10.0;10.6;10.3;15.12;13.88;12.18;13.33;15.65;15.65;11.33;9.85;11.08;10.72;0;160;11.35;11.52;186;9.82;10.0;Admis avec Rachat
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.39;3.1;7.71;4;197;8.08;8.08;G09;11.82;13.95;12.88;7.25;14.61;14.26;13.41;12.9;12.9;9.7;6.3;7.85;7.96;0;163;11.2;11.2;187;9.64;9.64;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.61;4.0;8.23;2;190;8.73;8.73;G04;10.9;9.5;10.2;5.19;12.57;14.71;12.43;12.7;12.7;10.2;8.25;8.74;9.09;1;187;10.48;10.48;188;9.6;9.6;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.42;10.9;10.63;0;180;9.15;9.15;G09;9.75;9.84;9.8;1.5;12.64;14.26;11.74;14.3;14.3;9.5;5.9;8.88;8.02;2;193;9.9;9.9;189;9.53;9.53;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.59;1.0;5.77;5;205;6.44;6.44;G04;11.36;11.97;11.66;14.81;13.8;13.39;13.77;13.4;13.4;13.18;12.6;11.34;12.47;0;83;12.57;12.57;190;9.5;9.5;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.95;6.1;8.24;2;200;7.95;7.95;G03;10.61;12.17;11.39;2.62;13.75;14.71;12.57;15.5;15.5;9.1;7.4;10.87;8.96;1;170;11.05;11.05;190;9.5;9.5;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.39;7.7;9.19;1;192;8.39;8.39;G07;10.3;9.7;10.0;10.32;12.63;14.71;13.19;11.8;11.8;9.23;8.18;9.45;8.91;0;188;10.46;10.46;192;9.43;9.43;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.28;3.7;6.8;2;202;7.82;7.82;G02;10.68;11.55;11.12;5.03;14.92;15.26;13.65;15.8;15.8;10.6;5.64;8.82;8.31;2;172;10.99;10.99;193;9.4;9.4;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.46;2.5;6.37;3;195;8.22;8.22;G04;7.7;8.16;7.93;2.0;14.93;12.4;12.0;14.7;14.7;12.63;10.96;5.72;10.14;2;190;10.14;10.14;194;9.18;9.18;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.01;5.1;7.83;1;184;9.06;9.06;G08;7.13;10.36;8.74;2.31;10.65;13.92;10.86;13.35;13.35;10.65;5.05;8.66;8.07;2;196;9.3;9.3;194;9.18;9.18;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.53;4.6;8.45;3;198;8.02;8.02;G07;10.3;9.76;10.03;6.5;14.75;14.71;13.55;13.7;13.7;8.73;6.19;7.18;7.38;0;191;10.12;10.12;196;9.07;9.07;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.21;5.8;8.81;3;191;8.46;8.46;G03;9.34;9.16;9.25;2.94;11.55;16.67;12.51;14.7;14.7;9.08;5.28;5.57;6.74;3;194;9.45;9.45;197;8.96;8.96;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.49;5.2;7.58;2;202;7.82;7.82;G03;10.15;8.49;9.32;6.44;12.57;11.64;11.3;14.8;14.8;8.35;5.95;6.96;7.1;1;195;9.33;9.33;198;8.57;8.57;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.94;5.6;8.57;1;161;9.88;9.88;G01;6.09;2.4;4.24;2.38;7.17;15.26;9.95;8.0;8.0;9.75;8.9;1.43;7.17;6;201;6.9;6.9;199;8.39;8.39;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.51;10.2;11.48;0;81;11.49;11.49;G06;2.35;5.52;3.94;2.44;12.13;13.44;11.31;3.3;3.3;6.18;0.65;0.62;2.65;7;203;5.14;5.14;200;8.32;8.32;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.75;4.4;6.82;1;187;8.89;8.89;G01;3.65;4.07;3.86;5.25;8.8;15.26;11.06;9.4;9.4;9.65;5.95;9.13;8.16;4;199;7.49;7.49;201;8.19;8.19;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.14;9.8;9.99;0;122;10.88;10.88;G05;4.0;4.14;4.07;3.0;7.82;11.87;8.87;3.6;3.6;4.5;0.6;3.77;2.88;8;204;4.72;4.72;202;7.8;7.8;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.14;6.3;7.32;3;204;7.31;7.31;G01;6.98;2.7;4.84;6.94;10.7;15.51;12.22;14.3;14.3;8.85;3.0;5.16;5.72;3;198;7.52;7.52;203;7.41;7.41;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11;4.2;8.04;2;201;7.84;7.84;G04;9.7;2.7;6.2;1.31;9.28;12.4;9.48;8.2;8.2;5.73;4.5;3.51;4.68;5;202;6.54;6.54;204;7.19;7.19;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.98;2.3;7.68;2;199;8.01;8.01;G08;1.95;5.86;3.9;0.25;5.42;13.92;8.32;4.2;4.2;2.6;3.19;1.6;2.54;8;205;4.45;4.45;205;6.23;6.23;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.19;3.6;6.15;5;206;5.65;5.65;G04;0.0;3.68;1.84;0.0;5.51;0.0;2.36;0.0;0.0;2.2;1.55;0.0;1.36;9;206;1.66;1.66;206;3.66;3.66;Redouble
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;8;207;0.52;0.52;G00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;207;0.0;0.0;207;0.26;0.26;Maladie
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;8;208;0.0;0.0;G00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;207;0.0;0.0;208;0.0;0.0;Maladie
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;8;208;0.0;0.0;G00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;207;0.0;0.0;208;0.0;0.0;Maladie
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;8;208;0.0;0.0;G00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;207;0.0;0.0;208;0.0;0.0;Maladie
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;8;208;0.0;0.0;G05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;207;0.0;0.0;208;0.0;0.0;Abandon
pv 1cs pour l'annee 2022/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;8;208;0.0;0.0;G00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9;207;0.0;0.0;208;0.0;0.0;Maladie
